subfamily_rank,construction_kind,family_label,family_index,execution_relative_dir,m,rs,forced_xs,q_params,q_family,H_family,Pq_family,top_k_count,n_successful,n_determined,n_only_rankbounds,n_not_closed,n_timeout,n_memory,n_req_error,n_unresolved,n_failed,n_rank_ge_6,n_rank_ge_8,n_rank_ge_10,min_rank,max_rank,sum_rank,avg_rank,med_rank,determined_ranks,n_by_rankbounds,n_by_mordellweil,n_finite_index,n_proved,n_grh,avg_magma_time,max_magma_time,total_magma_time,top_k_min_affine,top_k_max_affine,top_k_sum_affine,top_k_avg_affine,top_k_min_proj,top_k_sum_proj,top_k_min_extra_x,top_k_sum_extra_x,best_affine,best_proj,best_height,avg_height,max_height
43,general,FAMILIA #9,9,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3/2, 0, 2/3, 1)",,"{'u': -1, 'v': 0, 'w': -1}",-x^2 - 1,x^4 - 1/6*x^3 - 11/6*x^2 + x,1/6*x^3 + 23/6*x^2 - x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.9476,9.66,44.738,62,72,328,65.6,64,338,27,144,72,74,330.0,1298.4,3696.0
44,general,FAMILIA #10,10,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -2/3, 0, 3/2)",,"{'u': -1, 'v': 0, 'w': -1}",-x^2 - 1,x^4 + 1/6*x^3 - 11/6*x^2 - x,-1/6*x^3 + 23/6*x^2 + x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.9656,9.64,44.828,62,72,328,65.6,64,338,27,144,72,74,330.0,1298.4,3696.0
45,general,FAMILIA #15,15,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, -1/2, 1/2)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^4 + 3*x^3 + 7/4*x^2 - 3/4*x - 1/2,-7*x^3 - 7/4*x^2 + 35/4*x + 9/2,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.823400000000001,9.63,44.117000000000004,60,78,342,68.4,62,352,26,151,78,80,396.0,812.8,1836.0
46,general,FAMILIA #20,20,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-3/2, -2/3, 1/2, 1)",,"{'u': -2, 'v': 1/2, 'w': 2}",-2*x^2 + 1/2*x + 2,x^4 + 2/3*x^3 - 7/4*x^2 - 5/12*x + 1/2,-14/3*x^3 - 3/4*x^2 + 11/3*x + 2,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,9.337399999999999,10.5,46.687,60,74,335,67.0,62,345,26,148,74,76,1608.0,2961.6,5280.0
47,general,FAMILIA #43,43,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, -1/2, -2/3, -3/2)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^5 + 8/3*x^4 + 13/12*x^3 - 13/6*x^2 - 25/12*x - 1/2,x^4 - 2*x^3 - x^2 + 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,9.051400000000001,12.029,45.257000000000005,52,82,302,60.4,54,312,21,126,82,84,2016.0,2988.0,3960.0
48,general,FAMILIA #44,44,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, 1/2, 2/3, 3/2)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^5 - 8/3*x^4 + 13/12*x^3 + 13/6*x^2 - 25/12*x + 1/2,x^4 + 2*x^3 - x^2 - 2*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,9.1458,12.189,45.729,52,82,302,60.4,54,312,21,126,82,84,2016.0,2988.0,3960.0
49,general,FAMILIA #6,6,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 1/2, 2/3)",,"{'u': -1, 'v': -2, 'w': 1}",-x^2 - 2*x + 1,x^5 + 1/3*x^4 - 11/12*x^3 - 1/12*x^2 + 1/6*x,x^4 + 4*x^3 + 2*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.1938,9.369,40.969,52,70,300,60.0,54,310,21,125,70,72,912.0,2858.4,4632.0
50,general,FAMILIA #7,7,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2/3, -1/2, 0, 1/2, 1)",,"{'u': -1, 'v': 2, 'w': 1}",-x^2 + 2*x + 1,x^5 - 1/3*x^4 - 11/12*x^3 + 1/12*x^2 + 1/6*x,x^4 - 4*x^3 + 2*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.2334,9.289,41.167,52,70,300,60.0,54,310,21,125,70,72,912.0,2858.4,4632.0
51,general,FAMILIA #11,11,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, 2, -1/3)",,"{'u': 0, 'v': -2, 'w': -3}",-2*x - 3,x^5 + 4/3*x^4 - 11/3*x^3 - 16/3*x^2 - 4/3*x,4*x^2 + 12*x + 9,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.479800000000001,9.49,42.399,48,90,320,64.0,50,330,19,135,90,92,312.0,644.4,1152.0
52,general,FAMILIA #12,12,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, -2, 2, 1/3)",,"{'u': 0, 'v': -2, 'w': 3}",-2*x + 3,x^5 - 4/3*x^4 - 11/3*x^3 + 16/3*x^2 - 4/3*x,4*x^2 - 12*x + 9,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.5456,9.58,42.728,48,90,320,64.0,50,330,19,135,90,92,312.0,644.4,1152.0
53,general,FAMILIA #16,16,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-3/2, -1, -1/3, 1)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^4 + 11/6*x^3 - 1/2*x^2 - 11/6*x - 1/2,-35/6*x^3 + 1/2*x^2 + 59/6*x + 9/2,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,9.0596,10.75,45.298,48,72,302,60.4,50,312,20,131,72,74,222.0,829.2,2376.0
54,general,FAMILIA #17,17,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1, 1/3, 1, 3/2)",,"{'u': -1, 'v': -2, 'w': 2}",-x^2 - 2*x + 2,x^4 - 11/6*x^3 - 1/2*x^2 + 11/6*x - 1/2,35/6*x^3 + 1/2*x^2 - 59/6*x + 9/2,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.9774,10.589,44.887,48,72,302,60.4,50,312,20,131,72,74,222.0,829.2,2376.0
55,general,FAMILIA #60,60,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1/2, 1/2, -2, 1/3)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^5 + 5/3*x^4 - 11/12*x^3 - 5/12*x^2 + 1/6*x,4*x^4 + 8*x^3 - 4*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.5876,9.81,42.938,46,73,291,58.2,48,301,18,121,73,75,1356.0,4473.6,14076.0
56,general,FAMILIA #61,61,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1/2, 1/2, 2, -1/3)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^5 - 5/3*x^4 - 11/12*x^3 + 5/12*x^2 + 1/6*x,4*x^4 - 8*x^3 - 4*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,42,8.4,8,"[8, 8, 8, 9, 9]",0,5,5,0,5,8.5594,9.869,42.797000000000004,46,73,291,58.2,48,301,18,121,73,75,1356.0,4473.6,14076.0
57,general,FAMILIA #18,18,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-3, -1, -1/3, 2)",,"{'u': -2, 'v': 1, 'w': -1}",-2*x^2 + x - 1,x^4 + 7/3*x^3 - 13/3*x^2 - 23/3*x - 2,-40/3*x^3 + 67/3*x^2 + 86/3*x + 9,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.9552,10.779,44.775999999999996,64,84,356,71.2,66,366,28,158,84,86,309.0,667.2,1032.0
58,general,FAMILIA #19,19,general_m4_H1_2000_H2_200000_topRef20_goodX30_rsN8_rsD8_maxRS15000_maxFam100000_maxQperRS100_q-8to8_L1-8to8_nL125_L2-10to10_nL245_workers12,4,"(-1, 2/3, 1, 3)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 - 11/3*x^3 + x^2 + 11/3*x - 2,20/3*x^3 + 4*x^2 - 56/3*x + 9,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.6172,9.769,43.086,64,80,346,69.2,66,356,28,153,80,82,117.0,498.6,1140.0
59,general,FAMILIA #11,11,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -2/3, -1/2, 0)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 + 13/6*x^3 + 3/2*x^2 + 1/3*x,-26/3*x^3 - 10*x^2 - 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,9.3438,11.5,46.719,62,70,326,65.2,64,336,27,143,70,72,324.0,1444.8,3582.0
60,general,FAMILIA #12,12,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(0, 1/2, 2/3, 1)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 - 13/6*x^3 + 3/2*x^2 - 1/3*x,26/3*x^3 - 10*x^2 + 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,9.351400000000002,11.429,46.757000000000005,62,70,326,65.2,64,336,27,143,70,72,324.0,1444.8,3582.0
61,general,FAMILIA #3,3,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -2/3, -1/2, 0)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 + 13/6*x^3 + 3/2*x^2 + 1/3*x,-26/3*x^3 - 10*x^2 - 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,9.3438,11.5,46.719,62,70,326,65.2,64,336,27,143,70,72,324.0,1444.8,3582.0
62,general,FAMILIA #4,4,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(0, 1/2, 2/3, 1)",,"{'u': -2, 'v': 0, 'w': 1}",-2*x^2 + 1,x^4 - 13/6*x^3 + 3/2*x^2 - 1/3*x,26/3*x^3 - 10*x^2 + 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,9.351400000000002,11.429,46.757000000000005,62,70,326,65.2,64,336,27,143,70,72,324.0,1444.8,3582.0
63,general,FAMILIA #20,20,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1/2, 0, 1/3, 2)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^4 - 11/6*x^3 - 1/2*x^2 + 1/3*x,23/6*x^3 - 1/2*x^2 - 7/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,9.3356,11.25,46.678,60,68,314,62.8,62,324,26,137,68,70,486.0,1813.2,4698.0
64,general,FAMILIA #21,21,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1/3, 0, 1/2)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^4 + 11/6*x^3 - 1/2*x^2 - 1/3*x,-23/6*x^3 - 1/2*x^2 + 7/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,9.2374,11.41,46.187,60,68,314,62.8,62,324,26,137,68,70,486.0,1813.2,4698.0
65,general,FAMILIA #43,43,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3/2, -1, 0, 2/3)",,"{'u': -1, 'v': 0, 'w': -1}",-x^2 - 1,x^4 + 11/6*x^3 - 1/6*x^2 - x,-11/6*x^3 + 13/6*x^2 + x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.5494,9.419,42.747,56,68,304,60.8,58,314,24,132,68,70,330.0,691.2,1164.0
66,general,FAMILIA #44,44,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2/3, 0, 1, 3/2)",,"{'u': -1, 'v': 0, 'w': -1}",-x^2 - 1,x^4 - 11/6*x^3 - 1/6*x^2 + x,11/6*x^3 + 13/6*x^2 - x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.6556,9.349,43.278,56,68,304,60.8,58,314,24,132,68,70,330.0,691.2,1164.0
67,general,FAMILIA #23,23,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, 1/3, -3/2)",,"{'u': -1, 'v': 2, 'w': 1}",-x^2 + 2*x + 1,x^5 + 25/6*x^4 + 5*x^3 + 5/6*x^2 - x,x^4 - 4*x^3 + 2*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.9974,11.089,44.987,54,84,322,64.4,56,332,22,136,84,86,816.0,2620.8,4194.0
68,general,FAMILIA #24,24,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 2, -1/3, 3/2)",,"{'u': -1, 'v': -2, 'w': 1}",-x^2 - 2*x + 1,x^5 - 25/6*x^4 + 5*x^3 - 5/6*x^2 - x,x^4 + 4*x^3 + 2*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,9.0596,11.169,45.298,54,84,322,64.4,56,332,22,136,84,86,816.0,2620.8,4194.0
69,general,FAMILIA #20,20,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, -2/3, 1/2, 1)",,"{'u': -1, 'v': 1, 'w': -2}",-x^2 + x - 2,x^4 + 7/6*x^3 - 13/6*x^2 - 2/3*x + 2/3,-19/6*x^3 + 43/6*x^2 - 10/3*x + 10/3,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.521600000000001,8.99,42.608000000000004,54,75,316,63.2,56,326,23,139,75,77,372.0,1464.0,2448.0
70,general,FAMILIA #35,35,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -1/2, 0, 2/3)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^4 + 5/6*x^3 - 1/2*x^2 - 1/3*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,7.9677999999999995,8.99,39.839,50,70,300,60.0,52,310,21,130,70,72,168.0,513.6,912.0
71,general,FAMILIA #36,36,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2/3, 0, 1/2, 1)",,"{'u': 0, 'v': -2, 'w': -1}",-2*x - 1,x^4 - 5/6*x^3 - 1/2*x^2 + 1/3*x,4*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.0174,8.91,40.087,50,70,300,60.0,52,310,21,130,70,72,168.0,513.6,912.0
72,general,FAMILIA #36,36,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, 2, 2/3)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^5 + 1/3*x^4 - 14/3*x^3 - 4/3*x^2 + 8/3*x,x^4 - 4*x^3 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.4318,9.429,42.159000000000006,48,72,298,59.6,50,308,19,124,72,74,174.0,510.0,954.0
73,general,FAMILIA #37,37,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, -2, 2, -2/3)",,"{'u': -1, 'v': -2, 'w': 2}",-x^2 - 2*x + 2,x^5 - 1/3*x^4 - 14/3*x^3 + 4/3*x^2 + 8/3*x,x^4 + 4*x^3 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.3336,9.38,41.668,48,72,298,59.6,50,308,19,124,72,74,174.0,510.0,954.0
74,general,FAMILIA #40,40,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -1/2, -3, 3)",,"{'u': -2, 'v': 3, 'w': -3}",-2*x^2 + 3*x - 3,x^5 + 3/2*x^4 - 17/2*x^3 - 27/2*x^2 - 9/2*x,4*x^4 - 12*x^3 + 21*x^2 - 18*x + 9,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.6774,11.179,43.387,44,82,302,60.4,46,312,17,126,82,84,444.0,1410.0,2862.0
75,general,FAMILIA #47,47,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -2/3, 0, 1, 3/2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^5 - 5/6*x^4 - 2*x^3 + 5/6*x^2 + x,4*x^4 - 8*x^3 + 8*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.5594,10.609,42.797,44,80,276,55.2,46,286,17,113,80,82,264.0,1050.0,2556.0
76,general,FAMILIA #48,48,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-3/2, -1, 0, 2/3, 1)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^5 + 5/6*x^4 - 2*x^3 - 5/6*x^2 + x,4*x^4 + 8*x^3 + 8*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,8.4538,10.3,42.269,44,80,276,55.2,46,286,17,113,80,82,264.0,1050.0,2556.0
77,general,FAMILIA #49,49,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, 0, 1/2, 2/3, 1)",,"{'u': -2, 'v': -1, 'w': 2}",-2*x^2 - x + 2,x^5 - 7/6*x^4 - 2/3*x^3 + 7/6*x^2 - 1/3*x,4*x^4 + 4*x^3 - 7*x^2 - 4*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,7.3774,7.809,36.887,42,60,250,50.0,44,260,16,100,60,62,246.0,1293.6,3258.0
78,general,FAMILIA #50,50,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -2/3, -1/2, 0, 1)",,"{'u': -2, 'v': 1, 'w': 2}",-2*x^2 + x + 2,x^5 + 7/6*x^4 - 2/3*x^3 - 7/6*x^2 - 1/3*x,4*x^4 - 4*x^3 - 7*x^2 + 4*x + 4,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,7.4474,7.839,37.237,42,60,250,50.0,44,260,16,100,60,62,246.0,1293.6,3258.0
79,general,FAMILIA #34,34,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 2/3, 2)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^5 - 7/6*x^4 - 13/6*x^3 + 2/3*x^2 + 2/3*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,7.2998,8.99,36.499,36,64,252,50.4,38,262,13,101,64,66,168.0,849.6,1800.0
80,general,FAMILIA #35,35,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN8_rsD8_maxRS10000_maxFam10000_maxQperRS60_q-11to10_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-2, -2/3, 0, 1/2, 1)",,"{'u': 0, 'v': -2, 'w': -1}",-2*x - 1,x^5 + 7/6*x^4 - 13/6*x^3 - 2/3*x^2 + 2/3*x,4*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,9,41,8.2,8,"[8, 8, 8, 8, 9]",0,5,5,0,5,7.2916,8.91,36.458,36,64,252,50.4,38,262,13,101,64,66,168.0,849.6,1800.0
81,general,FAMILIA #1,1,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3/2, -1, 0, 1/2)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^4 + 2*x^3 + 1/4*x^2 - 3/4*x,11/4*x^2 + 11/4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,8,40,8.0,8,"[8, 8, 8, 8, 8]",0,5,5,0,5,9.6196,11.5,48.098,62,80,362,72.4,64,372,27,161,80,82,472.0,917.6,2220.0
82,general,FAMILIA #2,2,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1/2, 0, 1, 3/2)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^4 - 2*x^3 + 1/4*x^2 + 3/4*x,11/4*x^2 - 11/4*x + 1,5,5,5,0,0,0,0,0,0,0,5,5,0,8,8,40,8.0,8,"[8, 8, 8, 8, 8]",0,5,5,0,5,9.6356,11.5,48.178,62,80,362,72.4,64,372,27,161,80,82,472.0,917.6,2220.0
