subfamily_rank,construction_kind,family_label,family_index,execution_relative_dir,m,rs,forced_xs,q_params,q_family,H_family,Pq_family,top_k_count,n_successful,n_determined,n_only_rankbounds,n_not_closed,n_timeout,n_memory,n_req_error,n_unresolved,n_failed,n_rank_ge_6,n_rank_ge_8,n_rank_ge_10,min_rank,max_rank,sum_rank,avg_rank,med_rank,determined_ranks,n_by_rankbounds,n_by_mordellweil,n_finite_index,n_proved,n_grh,avg_magma_time,max_magma_time,total_magma_time,top_k_min_affine,top_k_max_affine,top_k_sum_affine,top_k_avg_affine,top_k_min_proj,top_k_sum_proj,top_k_min_extra_x,top_k_sum_extra_x,best_affine,best_proj,best_height,avg_height,max_height
117,general,FAMILIA #67,67,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -2, -2/3, -3/2)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^5 + 31/6*x^4 + 19/2*x^3 + 22/3*x^2 + 2*x,x^4 - 4*x^3 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,41,8.2,8,"[7, 8, 8, 9, 9]",0,5,5,0,5,7.5434,8.869,37.717,46,72,280,56.0,48,290,18,115,72,74,564.0,2617.2,3900.0
118,general,FAMILIA #68,68,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 2, 2/3, 3/2)",,"{'u': -1, 'v': -2, 'w': 2}",-x^2 - 2*x + 2,x^5 - 31/6*x^4 + 19/2*x^3 - 22/3*x^2 + 2*x,x^4 + 4*x^3 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,41,8.2,8,"[7, 8, 8, 9, 9]",0,5,5,0,5,7.5996,8.939,37.998,46,72,280,56.0,48,290,18,115,72,74,564.0,2617.2,3900.0
119,general,FAMILIA #43,43,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1, -1/2, 1/2, 1)",,"{'u': -2, 'v': 0, 'w': -2}",-2*x^2 - 2,x^4 - 5/4*x^2 + 1/4,13*x^2 + 3,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,41,8.2,8,"[7, 8, 8, 9, 9]",0,5,5,0,5,8.0136,9.89,40.068,42,82,294,58.8,44,304,17,127,82,84,372.0,960.8,1128.0
120,general,FAMILIA #46,46,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-3/2, -1, 0, 3/2)",,"{'u': -1, 'v': -1, 'w': -1}",-x^2 - x - 1,x^4 + x^3 - 9/4*x^2 - 9/4*x,x^3 + 21/4*x^2 + 17/4*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,41,8.2,8,"[7, 8, 8, 9, 9]",0,5,5,0,5,7.4054,8.65,37.027,42,74,282,56.4,44,292,17,121,74,76,264.0,835.2,1424.0
121,general,FAMILIA #47,47,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-3/2, 0, 1, 3/2)",,"{'u': -1, 'v': 1, 'w': -1}",-x^2 + x - 1,x^4 - x^3 - 9/4*x^2 + 9/4*x,-x^3 + 21/4*x^2 - 17/4*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,41,8.2,8,"[7, 8, 8, 9, 9]",0,5,5,0,5,7.3456,8.56,36.728,42,74,282,56.4,44,292,17,121,74,76,264.0,835.2,1424.0
122,general,FAMILIA #35,35,general_m5_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam3000_maxQperRS50_q-9to8_L1-6to6_nL119_L2-10to10_nL245_workers12,5,"(-1, -1/2, 0, 1/2, 2/3)",,"{'u': -1, 'v': 2, 'w': -1}",-x^2 + 2*x - 1,x^5 + 1/3*x^4 - 11/12*x^3 - 1/12*x^2 + 1/6*x,x^4 - 4*x^3 + 6*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,41,8.2,8,"[7, 8, 8, 9, 9]",0,5,5,0,5,7.423400000000001,8.779,37.117000000000004,38,64,248,49.6,40,258,14,99,64,66,864.0,2251.2,3624.0
123,general,FAMILIA #3,3,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, -1/3, 1)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 7/3*x^3 - 1/3*x^2 - 7/3*x - 2/3,-52/3*x^3 - 8/3*x^2 + 52/3*x + 20/3,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.1114,9.119,40.557,62,76,344,68.8,64,354,27,152,76,78,81.0,357.6,732.0
124,general,FAMILIA #4,4,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 1/3, 1, 2)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 7/3*x^3 - 1/3*x^2 + 7/3*x - 2/3,52/3*x^3 - 8/3*x^2 - 52/3*x + 20/3,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.3398,9.599,41.699,62,76,344,68.8,64,354,27,152,76,78,81.0,357.6,732.0
125,general,FAMILIA #6,6,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, -1/3, 0)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^4 + 10/3*x^3 + 3*x^2 + 2/3*x,-16/3*x^3 - 4*x^2 + 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,9.0518,10.5,45.259,60,72,328,65.6,62,338,26,144,72,74,171.0,558.6,834.0
126,general,FAMILIA #7,7,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(0, 1/3, 1, 2)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^4 - 10/3*x^3 + 3*x^2 - 2/3*x,16/3*x^3 - 4*x^2 - 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,9.0556,10.429,45.278,60,72,328,65.6,62,338,26,144,72,74,171.0,558.6,834.0
127,general,FAMILIA #10,10,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 0, 2/3, 1)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 - 2/3*x^3 - x^2 + 2/3*x,-16/3*x^3 + 12*x^2 - 20/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.9532,9.669,44.766000000000005,60,68,320,64.0,62,330,26,140,68,70,594.0,646.8,684.0
128,general,FAMILIA #38,38,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1/2, -1/3, 0, 1/2)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 1/4*x^2 - 1/12*x,-28/3*x^3 - 3*x^2 + 25/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.8656,9.869,44.328,58,76,329,65.8,60,339,25,146,76,78,1236.0,3986.4,6264.0
129,general,FAMILIA #39,39,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1/2, 0, 1/3, 1/2)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 1/3*x^3 - 1/4*x^2 + 1/12*x,28/3*x^3 - 3*x^2 - 25/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.9078,9.83,44.539,58,76,329,65.8,60,339,25,146,76,78,1236.0,3986.4,6264.0
130,general,FAMILIA #4,4,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1/2, -1/3, 0, 1/2)",,"{'u': -2, 'v': 2, 'w': 2}",-2*x^2 + 2*x + 2,x^4 + 1/3*x^3 - 1/4*x^2 - 1/12*x,-28/3*x^3 - 3*x^2 + 25/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.8656,9.869,44.328,58,76,329,65.8,60,339,25,146,76,78,1236.0,3986.4,6264.0
131,general,FAMILIA #5,5,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1/2, 0, 1/3, 1/2)",,"{'u': -2, 'v': -2, 'w': 2}",-2*x^2 - 2*x + 2,x^4 - 1/3*x^3 - 1/4*x^2 + 1/12*x,28/3*x^3 - 3*x^2 - 25/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.9078,9.83,44.539,58,76,329,65.8,60,339,25,146,76,78,1236.0,3986.4,6264.0
132,general,FAMILIA #26,26,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1/3, 0, 1/2)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^4 + 11/6*x^3 - 1/2*x^2 - 1/3*x,2/3*x^3 + 10*x^2 + 16/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,9.3038,10.4,46.519000000000005,58,72,328,65.6,60,338,25,144,72,74,426.0,976.8,1944.0
133,general,FAMILIA #27,27,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1/2, 0, 1/3, 2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 - 11/6*x^3 - 1/2*x^2 + 1/3*x,-2/3*x^3 + 10*x^2 - 16/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,9.2874,10.23,46.437,58,72,328,65.6,60,338,25,144,72,74,426.0,976.8,1944.0
134,general,FAMILIA #28,28,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -1, -2/3, 1)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^4 + 8/3*x^3 + 1/3*x^2 - 8/3*x - 4/3,-8/3*x^3 + 20/3*x^2 + 44/3*x + 19/3,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.4854,10.179,42.427,58,72,324,64.8,60,334,25,142,72,74,168.0,952.2,3168.0
135,general,FAMILIA #29,29,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 2/3, 1, 2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 - 8/3*x^3 + 1/3*x^2 + 8/3*x - 4/3,8/3*x^3 + 20/3*x^2 - 44/3*x + 19/3,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.5938,10.48,42.969,58,72,324,64.8,60,334,25,142,72,74,168.0,952.2,3168.0
136,general,FAMILIA #38,38,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3/2, -1, -1/2, 1)",,"{'u': -1, 'v': -1, 'w': 1}",-x^2 - x + 1,x^4 + 2*x^3 - 1/4*x^2 - 2*x - 3/4,-3/4*x^2 + 7/4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.651400000000001,8.179,38.257000000000005,58,66,300,60.0,60,310,25,130,66,68,520.0,1433.6,3792.0
137,general,FAMILIA #39,39,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 1/2, 1, 3/2)",,"{'u': -1, 'v': 1, 'w': 1}",-x^2 + x + 1,x^4 - 2*x^3 - 1/4*x^2 + 2*x - 3/4,-3/4*x^2 + 7/4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.6858,8.5,38.429,58,66,300,60.0,60,310,25,130,66,68,520.0,1433.6,3792.0
138,general,FAMILIA #42,42,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, -2/3, 0, 1)",,"{'u': 0, 'v': -2, 'w': -2}",-2*x - 2,x^4 + 5/3*x^3 - 4/3*x^2 - 4/3*x,4*x^2 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.9274000000000004,9.099,39.637,56,66,298,59.6,58,308,24,129,66,68,108.0,300.0,558.0
139,general,FAMILIA #43,43,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 0, 2/3, 2)",,"{'u': 0, 'v': -2, 'w': 2}",-2*x + 2,x^4 - 5/3*x^3 - 4/3*x^2 + 4/3*x,4*x^2 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.879600000000001,8.99,39.398,56,66,298,59.6,58,308,24,129,66,68,108.0,300.0,558.0
140,general,FAMILIA #7,7,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, -1, -1/2, -2, -3/2)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^5 + 5*x^4 + 35/4*x^3 + 25/4*x^2 + 3/2*x,x^4 - 4*x^3 + 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.933199999999999,9.619,39.666,54,76,316,63.2,56,326,22,133,76,78,464.0,1295.2,1996.0
141,general,FAMILIA #8,8,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 1/2, 2, 3/2)",,"{'u': -1, 'v': -2, 'w': 2}",-x^2 - 2*x + 2,x^5 - 5*x^4 + 35/4*x^3 - 25/4*x^2 + 3/2*x,x^4 + 4*x^3 - 8*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.883,9.539,39.415,54,76,316,63.2,56,326,22,133,76,78,464.0,1295.2,1996.0
142,general,FAMILIA #30,30,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -1/3, 0, 1)",,"{'u': 0, 'v': -2, 'w': -1}",-2*x - 1,x^4 + 1/3*x^3 - x^2 - 1/3*x,4*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",1,4,4,0,5,8.124,9.21,40.620000000000005,54,74,308,61.6,56,318,23,134,74,76,87.0,361.2,801.0
143,general,FAMILIA #31,31,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 0, 1/3, 1)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^4 - 1/3*x^3 - x^2 + 1/3*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",1,4,4,0,5,8.0594,9.099,40.297000000000004,54,74,308,61.6,56,318,23,134,74,76,87.0,361.2,801.0
144,general,FAMILIA #41,41,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, -1/2, -3/2, 3)",,"{'u': -2, 'v': 0, 'w': -3}",-2*x^2 - 3,x^5 - x^4 - 25/4*x^3 - 5/4*x^2 + 21/4*x + 9/4,4*x^4 + 12*x^2 + 9,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,9.0096,11.429,45.048,54,78,308,61.6,56,318,22,129,78,80,520.0,2132.0,4020.0
145,general,FAMILIA #42,42,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(-1, 1, 1/2, 3/2, -3)",,"{'u': -2, 'v': 0, 'w': -3}",-2*x^2 - 3,x^5 + x^4 - 25/4*x^3 + 5/4*x^2 + 21/4*x - 9/4,4*x^4 + 12*x^2 + 9,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.6554,10.949,43.277,54,78,308,61.6,56,318,22,129,78,80,520.0,2132.0,4020.0
146,general,FAMILIA #32,32,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -2/3, 0, 1)",,"{'u': -2, 'v': 2, 'w': 1}",-2*x^2 + 2*x + 1,x^4 + 2/3*x^3 - x^2 - 2/3*x,-32/3*x^3 + 4*x^2 + 20/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.731400000000001,8.349,38.657000000000004,54,64,296,59.2,56,306,23,128,64,66,150.0,479.4,927.0
147,general,FAMILIA #23,23,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, -2/3, 0, 1/2)",,"{'u': -2, 'v': -2, 'w': -1}",-2*x^2 - 2*x - 1,x^4 + 13/6*x^3 - 2/3*x,-2/3*x^3 + 8*x^2 + 20/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.2614,11.3,41.307,52,96,332,66.4,54,342,22,146,96,98,240.0,957.6,1536.0
148,general,FAMILIA #24,24,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1/2, 0, 2/3, 2)",,"{'u': -2, 'v': 2, 'w': -1}",-2*x^2 + 2*x - 1,x^4 - 13/6*x^3 + 2/3*x,2/3*x^3 + 8*x^2 - 20/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.241800000000001,11.119,41.209,52,96,332,66.4,54,342,22,146,96,98,240.0,957.6,1536.0
149,general,FAMILIA #2,2,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, -2/3, 0, 1)",,"{'u': -1, 'v': -2, 'w': 2}",-x^2 - 2*x + 2,x^4 + 5/3*x^3 - 4/3*x^2 - 4/3*x,7/3*x^3 + 4/3*x^2 - 20/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.3156,9.38,41.578,52,72,320,64.0,54,330,22,140,72,74,174.0,348.6,564.0
150,general,FAMILIA #3,3,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1, 0, 2/3, 2)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^4 - 5/3*x^3 - 4/3*x^2 + 4/3*x,-7/3*x^3 + 4/3*x^2 + 20/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.4458,9.429,42.229,52,72,320,64.0,54,330,22,140,72,74,174.0,348.6,564.0
151,general,FAMILIA #33,33,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, -2/3, 0, 2)",,"{'u': 0, 'v': -2, 'w': -1}",-2*x - 1,x^4 - 1/3*x^3 - 8/3*x^2 - 4/3*x,4*x^2 + 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.8316,8.669,39.158,50,74,304,60.8,52,314,21,132,74,76,168.0,285.6,600.0
152,general,FAMILIA #34,34,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam2000_maxQperRS20_q-5to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-2, 0, 2/3, 1)",,"{'u': 0, 'v': -2, 'w': 1}",-2*x + 1,x^4 + 1/3*x^3 - 8/3*x^2 + 4/3*x,4*x^2 - 4*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.771000000000001,8.669,38.855000000000004,50,74,304,60.8,52,314,21,132,74,76,168.0,285.6,600.0
153,general,FAMILIA #33,33,general_m5_H1_2000_H2_150000_topRef200_goodX30_rsN10_rsD10_maxRS30000_maxFam50000_maxQperRS80_q-14to13_L1-8to8_nL125_L2-14to14_nL277_workers8,5,"(0, 1, 2, 2/3, -3)",,"{'u': -2, 'v': 3, 'w': -3}",-2*x^2 + 3*x - 3,x^5 - 2/3*x^4 - 7*x^3 + 32/3*x^2 - 4*x,4*x^4 - 12*x^3 + 21*x^2 - 18*x + 9,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.3274,9.939,41.637,50,72,300,60.0,52,310,20,125,72,74,249.0,1443.6,4257.0
154,general,FAMILIA #12,12,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, -1, -1/2, 1/2)",,"{'u': -1, 'v': 2, 'w': 2}",-x^2 + 2*x + 2,x^4 + 3*x^3 + 7/4*x^2 - 3/4*x - 1/2,-7*x^3 - 7/4*x^2 + 35/4*x + 9/2,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.0152,9.63,40.076,48,78,318,63.6,50,328,20,139,78,80,204.0,519.2,776.0
155,general,FAMILIA #13,13,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-1/2, 1/2, 1, 2)",,"{'u': -1, 'v': -2, 'w': 2}",-x^2 - 2*x + 2,x^4 - 3*x^3 + 7/4*x^2 + 3/4*x - 1/2,7*x^3 - 7/4*x^2 - 35/4*x + 9/2,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.9712000000000005,9.539,39.856,48,78,318,63.6,50,328,20,139,78,80,204.0,519.2,776.0
156,general,FAMILIA #31,31,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, -2/3, 0, 2)",,"{'u': -1, 'v': -2, 'w': 1}",-x^2 - 2*x + 1,x^4 + 2/3*x^3 - 4*x^2 - 8/3*x,10/3*x^3 + 6*x^2 - 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.6598,9.31,38.299,48,86,314,62.8,50,324,20,137,86,88,186.0,315.6,426.0
157,general,FAMILIA #32,32,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, 0, 2/3, 2)",,"{'u': -1, 'v': 2, 'w': 1}",-x^2 + 2*x + 1,x^4 - 2/3*x^3 - 4*x^2 + 8/3*x,-10/3*x^3 + 6*x^2 + 4/3*x + 1,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,7.699800000000001,9.39,38.499,48,86,314,62.8,50,324,20,137,86,88,186.0,315.6,426.0
158,general,FAMILIA #41,41,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2, 0, 1/2, 2/3)",,"{'u': -2, 'v': 0, 'w': -2}",-2*x^2 - 2,x^4 + 5/6*x^3 - 2*x^2 + 2/3*x,-10/3*x^3 + 16*x^2 - 8/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.4236,8.82,42.118,46,70,290,58.0,48,300,19,125,70,72,384.0,1857.6,4176.0
159,general,FAMILIA #42,42,general_m4_STAGE2_ONLY_H2_120000_L2-7to7_nL2_29,4,"(-2/3, -1/2, 0, 2)",,"{'u': -2, 'v': 0, 'w': -2}",-2*x^2 - 2,x^4 - 5/6*x^3 - 2*x^2 - 2/3*x,10/3*x^3 + 16*x^2 + 8/3*x + 4,5,5,5,0,0,0,0,0,0,0,5,4,0,7,9,40,8.0,8,"[7, 8, 8, 8, 9]",0,5,5,0,5,8.283800000000001,8.83,41.419000000000004,46,70,290,58.0,48,300,19,125,70,72,384.0,1857.6,4176.0
