subfamily_rank,construction_kind,family_label,family_index,execution_relative_dir,m,rs,forced_xs,q_params,q_family,H_family,Pq_family,top_k_count,n_successful,n_determined,n_only_rankbounds,n_not_closed,n_timeout,n_memory,n_req_error,n_unresolved,n_failed,n_rank_ge_6,n_rank_ge_8,n_rank_ge_10,min_rank,max_rank,sum_rank,avg_rank,med_rank,determined_ranks,n_by_rankbounds,n_by_mordellweil,n_finite_index,n_proved,n_grh,avg_magma_time,max_magma_time,total_magma_time,top_k_min_affine,top_k_max_affine,top_k_sum_affine,top_k_avg_affine,top_k_min_proj,top_k_sum_proj,top_k_min_extra_x,top_k_sum_extra_x,best_affine,best_proj,best_height,avg_height,max_height
503,even_automorphism,FAMILIA #17,17,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-2, -3/2, 3/2, 2)","{'u': 0, 'w': -1}",-1,x^4 - 25/4*x^2 + 9,1,5,3,3,0,0,0,0,2,0,2,3,3,2,8,10,28,9.333333333333334,10,"[8, 10, 10]",0,3,3,0,3,18.358999999999998,22.289,55.077,64,98,382,76.4,66,392,28,171,98,100,626.0,18166.8,34656.0
504,even_automorphism,FAMILIA #20,20,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-2, -3/2, 3/2, 2)","{'u': 0, 'w': -1}",-1,x^4 - 25/4*x^2 + 9,1,5,3,3,0,0,0,0,2,0,2,3,3,2,8,10,28,9.333333333333334,10,"[8, 10, 10]",0,3,3,0,3,18.358999999999998,22.289,55.077,64,98,382,76.4,66,392,28,171,98,100,626.0,18166.8,34656.0
505,even_automorphism,FAMILIA #43,43,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-1, -2/5, 2/5, 1)","{'u': -4, 'w': 2}",-4*x^2 + 2,x^4 - 29/25*x^2 + 4/25,64/25*x^2 + 36/25,5,5,3,0,0,0,2,0,0,2,3,3,1,8,11,27,9.0,8,"[8, 8, 11]",0,3,3,0,5,21.3654,32.329,106.827,62,88,358,71.6,64,368,27,159,88,90,15625.0,869330.0,2797650.0
506,even_automorphism,FAMILIA #49,49,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3/2, -1, 1, 3/2)","{'u': -2, 'w': -3}",-2*x^2 - 3,x^4 - 13/4*x^2 + 9/4,25*x^2,5,5,3,0,0,0,2,0,0,2,3,3,1,8,10,27,9.0,9,"[8, 9, 10]",0,3,3,0,5,17.443800000000003,24.53,87.21900000000001,60,102,354,70.8,62,364,26,157,102,104,2080.0,81092.0,268864.0
507,even_automorphism,FAMILIA #49,49,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-4, -3/2, 3/2, 4)","{'u': -2, 'w': 2}",-2*x^2 + 2,x^4 - 73/4*x^2 + 36,65*x^2 - 140,5,4,3,0,0,0,1,1,0,2,3,3,1,8,11,27,9.0,8,"[8, 8, 11]",0,3,3,0,4,17.679750000000002,28.92,70.71900000000001,44,64,272,54.4,46,282,18,116,64,66,2369.0,16538.6,60100.0
508,general,FAMILIA #16,16,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-3, -2, -1, 1)",,"{'u': -2, 'v': 1, 'w': -2}",-2*x^2 + x - 2,x^4 + 5*x^3 + 5*x^2 - 5*x - 6,-24*x^3 - 11*x^2 + 16*x + 28,5,3,3,0,0,0,0,2,0,2,3,3,1,8,10,27,9.0,9,"[8, 9, 10]",0,3,3,0,3,10.026333333333334,10.48,30.079,60,68,330,66.0,62,340,26,145,68,70,42.0,450.4,1842.0
509,general,FAMILIA #17,17,general_m4_H1_1000_H2_80000_topRef100_goodX26_rsN6_rsD6_maxRS3000_maxFam10000_maxQperRS50_q-6to5_L1-6to6_nL119_L2-10to10_nL245_workers12,4,"(-1, 1, 2, 3)",,"{'u': -2, 'v': -1, 'w': -2}",-2*x^2 - x - 2,x^4 - 5*x^3 + 5*x^2 + 5*x - 6,24*x^3 - 11*x^2 - 16*x + 28,5,3,3,0,0,0,0,2,0,2,3,3,1,8,10,27,9.0,9,"[8, 9, 10]",0,3,3,0,3,10.006333333333332,10.41,30.019,60,68,330,66.0,62,340,26,145,68,70,42.0,450.4,1842.0
510,even_automorphism,FAMILIA #38,38,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-2, -4/3, 4/3, 2)","{'u': -2, 'w': 3}",-2*x^2 + 3,x^4 - 52/9*x^2 + 64/9,100/9*x^2 - 175/9,5,3,3,0,0,0,0,2,0,2,3,3,1,8,11,27,9.0,8,"[8, 8, 11]",0,3,3,0,3,19.536666666666665,24.92,58.61,50,80,292,58.4,52,302,21,126,80,82,4761.0,26632.2,58500.0
511,even_automorphism,FAMILIA #17,17,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-4, -3, 3, 4)","{'u': -1, 'w': -2}",-x^2 - 2,x^4 - 25*x^2 + 144,29*x^2 - 140,5,3,3,0,0,0,0,2,0,2,3,3,1,8,10,27,9.0,9,"[8, 9, 10]",0,3,3,0,3,18.16,21.82,54.480000000000004,42,74,292,58.4,44,302,17,126,74,76,3404.0,5270.8,9020.0
512,even_automorphism,FAMILIA #13,13,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3/4, -1/2, 1/2, 3/4)","{'u': -2, 'w': 1}",-2*x^2 + 1,x^4 - 13/16*x^2 + 9/64,-3/4*x^2 + 7/16,5,3,3,0,0,0,0,2,0,2,3,3,1,8,10,26,8.666666666666666,8,"[8, 8, 10]",0,3,3,0,3,18.392666666666667,24.01,55.178000000000004,66,82,368,73.6,68,378,29,164,82,84,10560.0,17243712.0,60441600.0
513,even_automorphism,FAMILIA #32,32,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3, -2, 2, 3)","{'u': -2, 'w': 3}",-2*x^2 + 3,x^4 - 13*x^2 + 36,40*x^2 - 135,5,3,3,0,0,0,0,2,0,2,3,3,1,8,10,26,8.666666666666666,8,"[8, 8, 10]",0,3,3,0,3,19.553,23.32,58.659000000000006,62,88,350,70.0,64,360,27,155,88,90,875.0,10018.2,31428.0
514,even_automorphism,FAMILIA #47,47,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-3, -2, 2, 3)","{'u': -2, 'w': 3}",-2*x^2 + 3,x^4 - 13*x^2 + 36,40*x^2 - 135,5,3,3,0,0,0,0,2,0,2,3,3,1,8,10,26,8.666666666666666,8,"[8, 8, 10]",0,3,3,0,3,19.553,23.32,58.659000000000006,62,88,350,70.0,64,360,27,155,88,90,875.0,10018.2,31428.0
515,even_automorphism,FAMILIA #7,7,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-2, -6/5, 6/5, 2)","{'u': -1, 'w': -4}",-x^2 - 4,x^4 - 136/25*x^2 + 144/25,336/25*x^2 + 256/25,5,4,3,0,0,0,1,1,0,2,3,3,0,8,9,26,8.666666666666666,9,"[8, 9, 9]",0,3,3,0,4,22.9675,27.21,91.87,74,130,472,94.4,76,482,33,216,130,132,459600.0,3555200.0,8236800.0
516,even_automorphism,FAMILIA #12,12,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-2, -3/2, 3/2, 2)","{'u': -1, 'w': 1}",-x^2 + 1,x^4 - 25/4*x^2 + 9,17/4*x^2 - 8,5,4,3,0,0,0,1,1,0,2,3,3,0,8,9,26,8.666666666666666,9,"[8, 9, 9]",0,3,3,0,4,15.68225,16.82,62.729,50,80,312,62.4,52,322,21,136,80,82,518.0,3538.8,8484.0
517,even_automorphism,FAMILIA #6,6,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3/2, -1/2, 1/2, 3/2)","{'u': -1, 'w': -2}",-x^2 - 2,x^4 - 5/2*x^2 + 9/16,13/2*x^2 + 55/16,5,3,3,0,0,0,0,2,0,2,3,3,0,8,9,25,8.333333333333334,8,"[8, 8, 9]",0,3,3,0,3,20.873333333333335,26.16,62.620000000000005,68,92,372,74.4,70,382,30,166,92,94,11776.0,206566.4,582720.0
518,even_automorphism,FAMILIA #4,4,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-3/2, -1/2, 1/2, 3/2)","{'u': -1, 'w': -2}",-x^2 - 2,x^4 - 5/2*x^2 + 9/16,13/2*x^2 + 55/16,5,3,3,0,0,0,0,2,0,2,3,3,0,8,9,25,8.333333333333334,8,"[8, 8, 9]",0,3,3,0,3,20.873333333333335,26.16,62.620000000000005,68,92,372,74.4,70,382,30,166,92,94,11776.0,206566.4,582720.0
519,even_automorphism,FAMILIA #4,4,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-2/3, -1/3, 1/3, 2/3)","{'u': -2, 'w': 1}",-2*x^2 + 1,x^4 - 5/9*x^2 + 4/81,-16/9*x^2 + 65/81,5,5,3,0,0,0,2,0,0,2,3,3,0,8,8,24,8.0,8,"[8, 8, 8]",0,3,3,0,5,17.175800000000002,20.8,85.879,54,74,318,63.6,56,328,23,139,74,76,59778.0,174522.6,321489.0
520,even_automorphism,FAMILIA #22,22,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-1, -1/2, 1/2, 1)","{'u': -1, 'w': -2}",-x^2 - 2,x^4 - 5/4*x^2 + 1/4,21/4*x^2 + 15/4,5,4,3,0,0,0,1,1,0,2,3,3,0,8,8,24,8.0,8,"[8, 8, 8]",0,3,3,0,4,14.94925,17.079,59.797,64,82,362,72.4,66,372,28,161,82,84,91.0,1052.6,2768.0
521,even_automorphism,FAMILIA #26,26,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-1, -1/2, 1/2, 1)","{'u': -1, 'w': -2}",-x^2 - 2,x^4 - 5/4*x^2 + 1/4,21/4*x^2 + 15/4,5,4,3,0,0,0,1,1,0,2,3,3,0,8,8,24,8.0,8,"[8, 8, 8]",0,3,3,0,4,14.94925,17.079,59.797,64,82,362,72.4,66,372,28,161,82,84,91.0,1052.6,2768.0
522,even_automorphism,FAMILIA #14,14,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-2, -1, 1, 2)","{'u': -3, 'w': 0}",-3*x^2,x^4 - 5*x^2 + 4,45*x^2 - 36,5,4,3,0,0,0,1,1,0,2,3,3,0,8,8,24,8.0,8,"[8, 8, 8]",0,3,3,0,4,17.20975,23.41,68.839,46,90,330,66.0,48,340,19,145,90,92,232.0,281.6,395.0
523,even_automorphism,FAMILIA #43,43,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-3/2, -1, 1, 3/2)","{'u': -1, 'w': 3}",-x^2 + 3,x^4 - 13/4*x^2 + 9/4,-11/4*x^2 + 27/4,5,4,3,0,0,0,1,1,0,2,3,3,0,8,8,24,8.0,8,"[8, 8, 8]",0,3,3,0,4,12.75975,19.21,51.039,46,72,284,56.8,48,294,19,122,72,74,180.0,1358.8,5104.0
524,even_automorphism,FAMILIA #30,30,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-4/3, -1, 1, 4/3)","{'u': 0, 'w': -3}",-3,x^4 - 25/9*x^2 + 16/9,9,5,4,3,0,0,0,1,1,0,2,3,2,1,7,10,25,8.333333333333334,8,"[7, 8, 10]",0,3,3,0,4,21.06675,36.119,84.267,48,72,286,57.2,50,296,20,123,72,74,594.0,4663.8,8910.0
525,even_automorphism,FAMILIA #40,40,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-4/3, -1/6, 1/6, 4/3)","{'u': -3, 'w': 3}",-3*x^2 + 3,x^4 - 65/36*x^2 + 4/81,-7/4*x^2 + 77/9,5,3,3,0,0,0,0,2,0,2,3,2,0,7,9,25,8.333333333333334,9,"[7, 9, 9]",0,3,3,0,3,24.666666666666668,31.1,74.0,64,80,336,67.2,66,346,28,148,80,82,167508.0,75435705.0,339387408.0
526,even_automorphism,FAMILIA #46,46,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-6/5, -4/5, 4/5, 6/5)","{'u': -4, 'w': -4}",-4*x^2 - 4,x^4 - 52/25*x^2 + 576/625,1632/25*x^2 + 784/625,5,2,2,0,0,0,0,3,0,3,2,2,2,10,11,21,10.5,10.5,"[10, 11]",0,2,2,0,2,38.705,42.24,77.41,62,80,356,71.2,64,366,27,158,80,82,43140000.0,335216500.0,548000000.0
527,even_automorphism,FAMILIA #27,27,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-7/3, -2/3, 2/3, 7/3)","{'u': -2, 'w': -3}",-2*x^2 - 3,x^4 - 53/9*x^2 + 196/81,320/9*x^2 - 55/81,5,3,2,0,0,0,1,2,0,3,2,2,2,10,10,20,10.0,10.0,"[10, 10]",0,2,2,0,3,24.183000000000003,37.34,72.549,64,88,360,72.0,66,370,28,160,88,90,3501387.0,14419182.6,29083455.0
528,even_automorphism,FAMILIA #49,49,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-4/3, -1, 1, 4/3)","{'u': 0, 'w': -1}",-1,x^4 - 25/9*x^2 + 16/9,1,5,2,2,0,0,0,0,3,0,3,2,2,1,9,13,22,11.0,11.0,"[9, 13]",0,2,2,0,2,26.8195,38.27,53.639,62,84,348,69.6,64,358,27,154,84,86,1326.0,66364.8,252639.0
529,even_automorphism,FAMILIA #22,22,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-5/3, -4/3, 4/3, 5/3)","{'u': 0, 'w': -4}",-4,x^4 - 41/9*x^2 + 400/81,16,5,3,2,0,0,0,1,2,0,3,2,2,1,9,10,19,9.5,9.5,"[9, 10]",0,2,2,0,3,24.586333333333332,41.64,73.759,64,92,378,75.6,66,388,28,169,92,94,1856601.0,23090459.4,47869056.0
530,even_automorphism,FAMILIA #35,35,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-5/6, -2/3, 2/3, 5/6)","{'u': 0, 'w': -1}",-1,x^4 - 41/36*x^2 + 25/81,1,5,3,2,0,0,0,1,2,0,3,2,2,1,9,10,19,9.5,9.5,"[9, 10]",0,2,2,0,3,25.44666666666667,43.82,76.34,64,76,350,70.0,66,360,28,155,76,78,7554627.0,60883018.2,144094140.0
531,even_automorphism,FAMILIA #21,21,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-5/3, -4/3, 4/3, 5/3)","{'u': 0, 'w': -4}",-4,x^4 - 41/9*x^2 + 400/81,16,5,2,2,0,0,0,0,3,0,3,2,2,1,9,10,19,9.5,9.5,"[9, 10]",0,2,2,0,2,33.7395,41.64,67.479,72,136,450,90.0,74,460,32,205,136,138,1856601.0,27651666.6,53024544.0
532,even_automorphism,FAMILIA #22,22,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-6/5, -1/5, 1/5, 6/5)","{'u': -4, 'w': 2}",-4*x^2 + 2,x^4 - 37/25*x^2 + 36/625,192/25*x^2 + 1924/625,5,2,2,0,0,0,0,3,0,3,2,2,1,9,10,19,9.5,9.5,"[9, 10]",0,2,2,0,2,42.5345,55.35,85.069,72,94,400,80.0,74,410,32,180,94,96,10937500.0,573334375.0,2668312500.0
533,even_automorphism,FAMILIA #16,16,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-7/6, -1/3, 1/3, 7/6)","{'u': 0, 'w': -2}",-2,x^4 - 53/36*x^2 + 49/324,4,5,2,2,0,0,0,0,3,0,3,2,2,1,9,10,19,9.5,9.5,"[9, 10]",0,2,2,0,2,29.924,36.289,59.848,64,92,398,79.6,66,408,28,179,92,94,834705.0,11326537.8,46294416.0
534,even_automorphism,FAMILIA #21,21,even_pairs2_H1_4000_H2_150000_topRef25_goodX30_rN12_rD12_maxR5000_maxFam40000_q-10to10_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-7/6, -1/3, 1/3, 7/6)","{'u': 0, 'w': -2}",-2,x^4 - 53/36*x^2 + 49/324,4,5,2,2,0,0,0,0,3,0,3,2,2,1,9,10,19,9.5,9.5,"[9, 10]",0,2,2,0,2,29.924,36.289,59.848,64,92,398,79.6,66,408,28,179,92,94,834705.0,11326537.8,46294416.0
535,even_automorphism,FAMILIA #39,39,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-3/4, -2/3, 2/3, 3/4)","{'u': -2, 'w': 1}",-2*x^2 + 1,x^4 - 145/144*x^2 + 1/4,1/36*x^2,5,4,2,0,0,0,2,1,0,3,2,2,1,8,12,20,10.0,10.0,"[8, 12]",0,2,2,0,4,25.967000000000002,59.109,103.86800000000001,48,72,294,58.8,50,304,20,127,72,74,186624.0,851270.4,1679616.0
536,even_automorphism,FAMILIA #17,17,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-7/3, -2/3, 2/3, 7/3)","{'u': -3, 'w': -2}",-3*x^2 - 2,x^4 - 53/9*x^2 + 196/81,65*x^2 - 160/9,5,2,2,0,0,0,0,3,0,3,2,2,1,8,10,18,9.0,9.0,"[8, 10]",0,2,2,0,2,24.7245,25.05,49.449,64,92,408,81.6,66,418,28,184,92,94,121500.0,34065684.0,72670365.0
537,even_automorphism,FAMILIA #6,6,even_pairs2_H1_4000_H2_150000_topRef25_goodX30_rN12_rD12_maxR5000_maxFam40000_q-10to10_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-7/3, -2/3, 2/3, 7/3)","{'u': -3, 'w': -2}",-3*x^2 - 2,x^4 - 53/9*x^2 + 196/81,65*x^2 - 160/9,5,2,2,0,0,0,0,3,0,3,2,2,1,8,10,18,9.0,9.0,"[8, 10]",0,2,2,0,2,24.7245,25.05,49.449,64,92,408,81.6,66,418,28,184,92,94,121500.0,34065684.0,72670365.0
538,even_automorphism,FAMILIA #12,12,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A1over3to10sq_nA22_B1-15to15_nB67_workers12,,,"(-2, -1, 1, 2)","{'u': 1, 'w': -5}",x^2 - 5,x^4 - 5*x^2 + 4,-5*x^2 + 21,5,3,2,0,0,0,1,2,0,3,2,2,0,8,9,17,8.5,8.5,"[8, 9]",0,2,2,0,3,31.36266666666667,58.609,94.08800000000001,66,94,374,74.8,68,384,29,167,94,96,128.0,5765.6,20070.0
539,even_automorphism,FAMILIA #41,41,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3/2, -1, 1, 3/2)","{'u': -1, 'w': 3}",-x^2 + 3,x^4 - 13/4*x^2 + 9/4,-11/4*x^2 + 27/4,5,3,2,0,0,0,1,2,0,3,2,2,0,8,9,17,8.5,8.5,"[8, 9]",0,2,2,0,3,14.569666666666668,21.37,43.709,62,72,338,67.6,64,348,27,149,72,74,472.0,79076.8,337500.0
540,even_automorphism,FAMILIA #48,48,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11to10sq_B1-15to15_workers11,,,"(-4, -3, 3, 4)","{'u': -2, 'w': -1}",-2*x^2 - 1,x^4 - 25*x^2 + 144,104*x^2 - 575,5,4,2,0,0,0,2,1,0,3,2,1,0,6,9,15,7.5,7.5,"[6, 9]",0,2,2,0,4,10.412500000000001,17.67,41.650000000000006,44,76,278,55.6,46,288,18,119,76,78,530.0,4823.4,14804.0
541,even_automorphism,FAMILIA #1,1,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-1, -4/7, 4/7, 1)","{'u': -1, 'w': 2}",-x^2 + 2,x^4 - 65/49*x^2 + 16/49,-131/49*x^2 + 180/49,5,3,1,0,0,0,2,2,0,4,1,1,1,12,12,12,12.0,12,[12],0,1,1,0,3,18.256666666666668,30.46,54.77,78,108,468,93.6,80,478,35,214,108,110,194481.0,2978876.6,11698064.0
542,even_automorphism,FAMILIA #2,2,even_pairs2_H1_4000_H2_150000_topRef25_goodX30_rN12_rD12_maxR5000_maxFam40000_q-10to10_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-1, -4/7, 4/7, 1)","{'u': -1, 'w': 2}",-x^2 + 2,x^4 - 65/49*x^2 + 16/49,-131/49*x^2 + 180/49,5,3,1,0,0,0,2,2,0,4,1,1,1,12,12,12,12.0,12,[12],0,1,1,0,3,18.256666666666668,30.46,54.77,78,108,468,93.6,80,478,35,214,108,110,194481.0,2978876.6,11698064.0
543,even_automorphism,FAMILIA #23,23,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-3, -2, 2, 3)","{'u': 0, 'w': -1}",-1,x^4 - 13*x^2 + 36,1,5,3,1,0,0,0,2,2,0,4,1,1,1,12,12,12,12.0,12,[12],0,1,1,0,3,23.426000000000002,41.92,70.278,70,106,412,82.4,72,422,31,186,106,108,2877.0,23543.4,57186.0
544,even_automorphism,FAMILIA #12,12,even_pairs2_H1_4000_H2_150000_topRef25_goodX26_rN7_rD7_maxR3000_maxFam20000_q-5to4_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-5/6, -1/6, 1/6, 5/6)","{'u': -2, 'w': 3}",-2*x^2 + 3,x^4 - 13/18*x^2 + 25/1296,-82/9*x^2 + 2891/324,5,3,1,0,0,0,2,2,0,4,1,1,1,11,11,11,11.0,11,[11],0,1,1,0,3,16.612666666666666,30.71,49.838,68,100,404,80.8,70,414,30,182,100,102,6718464.0,89150284.8,203233536.0
545,even_automorphism,FAMILIA #12,12,even_pairs2_H1_4000_H2_150000_topRef25_goodX30_rN12_rD12_maxR5000_maxFam40000_q-10to10_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-5/6, -1/6, 1/6, 5/6)","{'u': -2, 'w': 3}",-2*x^2 + 3,x^4 - 13/18*x^2 + 25/1296,-82/9*x^2 + 2891/324,5,3,1,0,0,0,2,2,0,4,1,1,1,11,11,11,11.0,11,[11],0,1,1,0,3,16.612666666666666,30.71,49.838,68,100,404,80.8,70,414,30,182,100,102,6718464.0,89150284.8,203233536.0
546,even_automorphism,FAMILIA #17,17,even_pairs2_H1_4000_H2_150000_topRef25_goodX30_rN12_rD12_maxR5000_maxFam40000_q-10to10_A11over3to12sq_nA26_B1-18to18_nB79_workers8,,,"(-5/3, -4/3, 4/3, 5/3)","{'u': -3, 'w': -3/2}",-3*x^2 - 3/2,x^4 - 41/9*x^2 + 400/81,50*x^2 - 1519/36,5,3,1,0,0,0,2,2,0,4,1,1,1,11,11,11,11.0,11,[11],0,1,1,0,3,25.613,39.289,76.839,64,92,392,78.4,66,402,28,176,92,94,636336.0,7240492.8,13272984.0
547,even_automorphism,FAMILIA #45,45,even_pairs2_H1_3000_H2_80000_topRef100_goodX26_rN4_rD4_maxR300_maxFam2000_q-3to3_A11over5to10sq_nA35_B1-15to15_nB67_workers11,,,"(-3, -2, 2, 3)","{'u': 0, 'w': -1}",-1,x^4 - 13*x^2 + 36,1,5,2,1,0,0,0,1,3,0,4,1,1,1,11,11,11,11.0,11,[11],0,1,1,0,2,33.46,41.92,66.92,60,106,390,78.0,62,400,26,175,106,108,1881.0,36100.4,110848.0
548,general,FAMILIA #1,1,general_m6_H1_5000_H2_200000_topRef500_goodX26_rsN8_rsD8_maxRS50000_maxFam200000_maxQperRS150_q-10to10_L1-6to6_nL119_L2-10to10_nL245_workers12,6,"(0, -1, -1/2, 1/2, -1/3, 3/2)",,"{'u': -1, 'v': 3, 'w': 2}",-x^2 + 3*x + 2,x^6 - 1/6*x^5 - 23/12*x^4 - 11/24*x^3 + 5/12*x^2 + 1/8*x,x^4 - 6*x^3 + 5*x^2 + 12*x + 4,1,1,1,0,0,0,0,0,0,0,1,1,1,10,10,10,10.0,10,[10],0,1,1,0,1,11.599,11.599,11.599,96,96,96,96.0,98,98,42,42,96,98,6984.0,6984.0,6984.0
